Age,Attrition,DailyRate,DistanceFromHome,Education,Gender,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
47,0,1482,5,5,0,3,18300,4,0,11,3,21,3,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
43,0,559,10,4,1,3,5257,1,0,11,3,9,9,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
27,0,210,1,1,0,2,6349,0,1,13,3,6,5,4,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
54,0,928,20,4,1,3,4869,3,0,12,3,20,4,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
43,0,1001,7,3,1,1,9985,8,0,16,3,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
45,0,549,8,4,0,4,3697,9,0,14,3,12,10,9,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
40,0,1124,1,2,0,4,7457,2,1,22,4,6,4,3,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,1,318,8,4,0,1,2119,1,1,11,3,7,7,7,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
29,0,738,9,5,0,4,3983,0,0,17,3,4,3,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
30,0,570,5,3,1,3,6118,1,0,13,3,10,10,9,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27,0,1130,8,4,1,2,6214,1,0,18,3,8,8,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
37,0,1192,5,2,0,4,6347,7,0,16,3,8,6,2,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
38,0,343,15,2,0,4,11510,0,1,14,3,12,11,10,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31,0,1232,7,4,1,4,7143,1,1,14,3,11,11,9,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29,0,144,10,1,1,2,8268,1,1,14,3,7,7,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,0,1296,5,4,0,2,8095,0,0,13,3,17,16,6,13,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
23,0,1309,26,1,0,4,2904,1,0,12,3,4,4,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
41,0,483,6,3,0,2,6032,6,1,15,3,8,5,4,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
47,0,1309,4,1,0,3,2976,3,0,19,3,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,0,810,23,5,1,4,15992,2,0,14,3,16,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
29,0,746,2,3,0,3,4649,1,0,14,3,4,4,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
42,0,544,2,1,0,3,2696,0,1,11,3,4,3,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
32,0,1062,2,3,1,2,2370,1,0,13,3,8,8,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
48,0,530,29,1,1,3,12504,3,0,21,4,15,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37,0,1319,6,3,0,1,5974,4,1,13,3,13,7,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30,0,641,25,2,1,3,4736,7,1,12,3,4,2,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
26,0,933,1,3,0,3,5296,1,0,17,3,8,8,7,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
42,0,1332,2,4,0,4,6781,3,0,23,4,14,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
21,1,756,1,1,1,2,2174,1,1,11,3,3,3,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
36,0,845,1,5,1,4,6653,4,0,15,3,7,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
36,0,541,3,4,0,4,9699,4,0,11,3,16,13,9,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
57,0,593,1,4,0,3,6755,2,0,11,3,15,3,2,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
40,0,1171,10,4,1,3,2213,3,1,13,3,10,7,7,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,0,895,9,2,0,4,2610,1,0,24,4,3,3,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
33,1,350,5,3,1,3,2851,1,1,13,3,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
37,0,921,10,3,1,1,3452,6,0,20,4,17,5,4,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
46,0,1144,7,4,1,3,5258,2,0,14,3,7,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
41,1,143,4,3,0,2,9355,1,0,18,3,8,8,7,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
50,0,1046,10,3,0,4,10496,6,0,15,3,20,4,3,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
40,1,575,22,2,0,3,6380,2,1,12,3,8,6,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,0,408,9,4,0,2,2657,0,1,16,3,3,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21,1,156,12,3,1,2,2716,1,0,15,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,0,1283,23,3,0,4,2201,9,0,16,3,6,3,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35,0,755,9,4,0,2,6540,9,0,19,3,10,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27,0,1469,1,2,0,2,3816,1,0,11,3,5,5,2,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28,0,304,9,4,0,4,5253,1,0,16,3,7,7,5,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
49,0,1261,7,3,0,3,10965,8,0,24,4,26,5,2,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
51,0,1178,14,2,1,4,4936,4,0,11,3,18,7,7,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,0,329,2,3,1,3,2543,4,0,13,3,6,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34,1,1362,19,3,0,4,5304,8,1,13,3,9,5,2,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
55,0,1311,2,3,1,4,16659,2,1,13,3,30,5,4,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24,0,1371,10,4,1,3,4260,1,1,12,3,5,5,2,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30,0,202,2,1,0,2,2476,1,0,18,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
26,1,575,3,1,0,1,3102,0,0,22,4,7,6,4,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
22,0,253,11,3,1,2,2244,1,0,13,3,2,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36,0,164,2,2,0,3,7596,1,0,13,3,10,10,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30,1,464,4,3,0,4,2285,9,1,23,4,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
37,0,1107,14,3,1,1,3034,1,0,12,3,18,18,7,17,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
40,0,759,2,2,1,2,5715,7,0,12,3,8,5,4,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
42,0,201,1,4,1,1,2576,3,0,16,3,8,5,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37,0,1305,10,4,0,2,4197,2,1,12,3,18,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
43,0,982,12,3,0,2,14336,1,0,11,3,25,25,10,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40,0,555,2,3,1,3,3448,6,0,22,4,20,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
54,0,821,5,2,0,1,19406,4,0,11,3,24,4,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
34,0,1381,4,4,1,3,6538,9,0,15,3,6,3,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,0,480,7,2,1,1,4306,1,0,12,3,13,13,10,12,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
43,0,313,21,3,0,4,2258,7,0,20,4,8,3,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
43,0,1473,8,4,1,3,4522,4,1,14,3,8,5,2,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
25,0,891,4,2,1,4,4487,1,1,11,3,5,5,4,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
37,0,1063,25,5,1,3,4449,3,1,15,3,15,13,11,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31,0,329,1,2,0,1,2218,1,0,12,3,4,4,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,0,1218,1,1,0,3,19197,1,1,14,3,21,21,8,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
56,0,906,6,3,1,1,13212,9,0,11,3,36,7,7,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30,0,1082,12,3,1,3,6577,0,0,11,3,6,5,4,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
41,0,645,1,3,0,1,8392,1,0,16,3,10,10,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28,0,1300,17,2,0,1,4558,1,0,12,3,10,10,0,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25,1,688,3,3,0,1,4031,5,0,13,3,6,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
52,0,319,3,3,0,3,7969,2,1,14,3,28,5,4,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
45,0,192,10,2,0,4,2654,3,0,21,4,8,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
52,0,1490,4,2,1,4,16555,2,0,13,3,31,5,2,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
42,0,532,29,2,1,3,4556,2,0,11,3,19,5,4,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30,0,317,2,3,1,4,6091,2,0,20,4,11,5,4,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
60,0,422,7,3,1,1,19566,5,0,11,3,33,29,8,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
46,0,1485,18,3,1,3,4810,2,0,14,3,19,10,7,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
42,0,1368,28,4,1,4,4523,0,0,11,3,7,6,5,4,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
24,1,1448,1,1,1,2,3202,1,1,16,3,6,5,3,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
34,1,296,6,2,1,3,2351,0,0,16,3,3,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38,0,1490,2,2,0,4,1702,1,1,23,4,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,0,1398,2,4,1,3,18041,0,0,14,3,21,20,15,12,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26,0,1349,23,3,1,4,2886,1,0,22,4,3,3,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30,0,1400,3,3,0,4,2097,4,0,15,3,9,5,3,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
29,0,986,3,4,0,3,11935,1,0,18,3,10,10,2,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
29,1,408,25,5,1,2,2546,5,0,16,3,6,2,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
19,1,489,2,2,0,4,2564,1,0,12,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
30,0,1398,22,4,1,1,8412,0,0,11,3,10,9,8,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
57,0,210,29,3,0,4,14118,3,0,12,3,32,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
50,0,1099,29,4,0,3,17046,0,0,15,3,28,27,10,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
30,0,1116,2,3,1,4,2564,0,0,14,3,12,11,7,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
60,0,1499,28,3,1,1,10266,4,0,19,3,22,18,13,11,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
47,0,983,2,2,1,4,5070,5,0,13,3,20,5,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
46,0,1009,2,3,0,3,17861,6,0,13,3,26,3,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35,0,144,22,3,0,3,4230,0,0,15,3,6,5,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
54,0,548,8,4,1,3,3780,7,0,11,3,19,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,0,1303,2,4,0,3,2768,3,0,12,3,14,7,3,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
46,0,1125,10,3,1,4,9071,2,1,19,3,15,3,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,0,1274,9,1,0,2,10648,1,0,25,4,13,13,8,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
33,1,1277,15,1,0,3,13610,7,1,12,3,15,7,6,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
33,1,587,10,1,0,4,3408,7,0,13,3,8,4,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30,0,413,7,1,0,2,2983,0,0,14,3,4,3,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35,0,1276,16,3,0,3,7632,4,1,12,3,10,8,7,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31,1,534,20,3,0,3,9824,3,0,12,3,12,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
34,1,988,23,3,1,1,9950,9,1,15,3,11,3,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
42,0,1474,5,2,0,3,2093,4,0,17,3,8,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
36,0,635,10,4,0,4,9980,1,0,14,3,10,10,3,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22,1,1368,4,1,0,3,3894,5,0,16,3,4,2,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
48,0,163,2,5,1,4,4051,2,0,14,3,14,9,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
55,0,1117,18,5,1,2,16835,3,0,23,4,37,10,9,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
41,0,267,10,2,0,4,6230,7,0,14,3,16,14,3,10,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35,0,619,1,3,0,3,4717,9,0,11,3,15,11,9,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40,0,302,6,3,1,3,13237,7,0,15,3,22,20,6,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39,0,443,8,1,1,3,3755,1,0,11,3,8,8,3,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,0,828,2,1,0,4,6582,4,1,13,3,10,6,5,5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42,0,319,24,3,0,1,7406,1,1,21,4,10,10,9,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
45,0,561,2,3,0,2,4805,0,0,19,3,9,8,7,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
26,1,426,17,4,1,3,2741,0,1,11,3,8,7,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29,0,232,19,3,0,4,4262,4,0,12,3,8,3,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
33,0,922,1,5,1,3,16184,4,0,19,3,10,6,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31,0,688,7,3,0,4,11557,9,0,21,4,10,5,4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18,1,1306,5,3,0,2,1878,1,1,14,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,0,1094,28,3,0,1,10932,3,0,15,3,20,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
41,0,509,2,4,1,3,6811,2,1,17,3,10,8,7,7,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
26,0,775,29,2,0,3,4306,5,0,12,3,8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,0,195,1,3,1,3,4859,1,0,16,3,5,5,4,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
34,0,258,21,4,0,4,5337,1,0,12,3,10,10,7,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
26,1,471,24,3,0,4,2340,1,1,18,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
37,0,799,1,3,1,4,7491,4,0,17,3,12,6,5,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
46,0,1034,18,1,1,3,10527,5,0,11,3,28,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
41,0,1276,2,5,1,1,16595,7,0,16,3,22,18,16,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37,0,142,9,4,0,2,8834,1,0,13,3,9,9,5,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
52,0,956,6,2,0,1,5577,3,1,12,3,18,10,9,9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
32,1,1474,11,4,0,3,4707,8,0,12,3,6,4,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
24,0,535,24,3,0,4,2400,0,0,13,3,3,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
38,0,1495,10,3,1,3,9824,3,0,19,3,18,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37,0,446,1,4,1,2,6447,6,0,12,3,8,6,5,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
49,0,1245,18,4,0,3,19502,1,1,17,3,31,31,9,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
24,0,691,23,3,0,4,2725,1,1,11,3,6,6,5,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26,0,703,28,2,0,2,6272,1,0,20,4,6,5,3,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
24,0,823,17,2,0,2,2127,1,0,21,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
50,0,1246,3,3,0,2,18200,1,0,11,3,32,32,5,7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25,0,622,13,1,0,3,2096,1,0,11,3,7,7,4,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
24,1,1287,7,3,1,3,2886,1,1,16,3,6,6,3,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,1,448,12,4,0,1,2033,1,0,18,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34,0,254,1,2,0,4,3622,1,1,13,3,6,6,5,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31,1,1365,13,4,0,1,4233,2,0,17,3,9,3,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,0,538,25,2,0,4,3681,4,0,14,3,9,3,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
31,0,525,6,4,0,4,5460,4,0,22,4,13,7,7,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27,0,798,6,4,1,3,2187,0,0,12,3,6,5,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37,0,558,2,3,0,3,9602,4,1,11,3,17,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20,0,959,1,3,1,2,2836,1,0,13,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42,0,622,2,4,1,4,4089,1,0,13,3,10,10,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
43,0,782,6,4,0,4,16627,4,1,14,3,21,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
38,0,362,1,1,1,1,2619,3,0,17,3,8,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
43,0,1001,9,5,0,3,5679,3,1,13,3,10,8,7,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
48,0,1236,1,4,1,1,15402,7,0,11,3,21,3,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
44,0,1112,1,4,1,3,5985,4,0,11,3,10,2,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
34,0,204,14,3,1,3,2579,1,1,18,3,8,8,2,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
27,1,1420,2,1,0,1,3041,0,0,11,3,5,4,3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
